Temperature,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,SsWT,SsWT,SsWT,I45A/S70A,I45A/S70A,I45A/S70A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45A,I45A,I45A,I45A/M73A,I45A/M73A,I45A/M73A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,I45K,I45K,I45K,I45K/S70A,I45K/S70A,I45K/S70A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,S70A,S70A,S70A,I45K/I107A,I45K/I107A,I45K/I107A,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,M73A,M73A,M73A,M73A/I107K,M73A/I107K,M73A/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107A,I107A,I107A,I45K/I107K,I45K/I107K,I45K/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,I107K,I107K,I107K,S70A/I107K,S70A/I107K,S70A/I107K,dye only,dye only,dye only,buffer ,buffer ,buffer ,dye only,dye only,dye only,buffer,buffer,buffer
35.5,-3.618531258,-15.84746124,-24.46732554,8.186252026,-27.28382238,55.85112188,-31.42291642,-63.39743105,-81.91637629,22.87125254,-26.98536252,8.198340334,-59.89471021,-55.14672522,-2.35244751,-218.4052406,-228.0428517,-128.565751,-9.303924197,-18.25094234,27.93116493,-223.5773336,-171.3296067,-257.7515585,32.65694397,-54.92544251,24.23763282,41.07395941,-16.68204682,-24.0434041,-69.54365378,-50.10873217,52.29265803,92.30643156,43.93705519,-26.61323755,-31.46476153,-3.00286082,33.43181382,-23.80330226,-32.87513738,-66.0712009,-24.73277326,3.973128103,46.69459808,-48.28978135,57.168318,-40.41886365,-176.8895434,-86.42153263,-150.765514,-283.6686692,-117.8275186,-173.1093084,-115.3708357,-212.9113467,-123.4275842,-371.1928435,-92.17460817,-223.7879426,-351.2560738,-251.42225,-208.6143054,-17.93328213,-77.03781566,-81.19363229,-252.4421973,-185.5317255,-193.2487883,-64.14728451,68.68335996,-35.89961228,20.10189865,-31.76860927,-59.89756744,-21.3088645,-56.74114205,-67.63137724,-55.66332101,-128.9335876,103.3702204,-10.73493548,-67.61305403,-150.3402597,4.483521722,3.187758195,5.479413217,1.854344442,1.300563253,1.453785421,3.441935827,2.609105255,4.443754599,0.602505781,1.445256614,1.741619964
36,1.06988188,-17.30294464,-31.00222459,10.81353633,-30.4674503,49.24959973,-25.16664339,-70.93603615,-96.96822596,24.90196668,-40.64474888,9.955037135,-58.094714,-59.02292914,-20.10035754,-231.5067593,-232.2671894,-147.4571378,-24.78813345,-34.735089,8.468724386,-235.5933578,-215.8853228,-286.5115127,33.60790788,-63.5162559,17.79861876,34.37514185,-27.86274492,-41.82728518,-83.32286525,-68.45578745,36.61037197,82.33324806,31.07246451,-49.60881773,-42.40990954,-18.34469614,23.19976235,-46.27880585,-52.35150223,-80.12139188,-27.45818625,-18.39059619,28.79275925,-54.73991834,27.18401444,-83.14316566,-196.7833711,-117.4256675,-183.7921483,-300.4426281,-162.2511308,-200.0119307,-159.1073209,-247.1353118,-161.7285402,-363.8249903,-124.3118079,-262.6550319,-404.5343504,-314.4714848,-263.3391877,-33.82637202,-87.33456572,-95.39819224,-281.2601817,-202.3927508,-240.0698394,-70.63107107,46.46177255,-82.4308644,18.33374671,-66.2592591,-69.77125215,-31.21078229,-68.16366444,-85.23943996,-110.160694,-138.2836069,83.2650288,-26.17952237,-89.41322514,-161.8098068,4.272598699,2.419440915,4.790282427,2.071804615,1.202962559,1.752114351,3.000415701,2.609096238,3.590845647,1.429107556,1.130740434,2.00677335
36.5,3.970530335,-18.71414514,-33.99146599,14.07445702,-28.40808093,46.49485238,-14.75035456,-67.95384129,-99.99560863,29.911213,-48.15069457,13.00992606,-51.90179416,-62.08106918,-37.46314368,-241.5539515,-235.0868691,-164.9024017,-35.43533306,-48.84004049,-9.110177762,-251.9549257,-260.530803,-310.8907674,33.36150802,-71.05181242,11.60880537,27.98135164,-32.17339889,-50.71896701,-91.2385305,-79.765982,22.89920678,73.63734775,17.04744786,-66.02498688,-52.42590675,-28.53653868,12.95953792,-68.38975554,-68.85171547,-87.67623044,-24.71117415,-37.79675236,11.48343631,-58.31322598,-7.188353638,-126.0546232,-218.6202113,-150.7311287,-213.8858816,-313.9348637,-210.3994067,-233.4856411,-204.6276798,-271.8996559,-196.4012129,-354.8474533,-166.5177476,-297.9435668,-442.6466045,-374.5351311,-319.688182,-49.22642831,-92.14502686,-104.0710949,-300.4308468,-213.2325927,-286.2378603,-73.89325811,21.78992208,-130.427643,12.51452291,-96.59496975,-72.06720149,-34.51282614,-69.27458926,-94.89074381,-159.0318954,-135.56105,54.57111712,-41.37907648,-107.8023558,-160.3712068,3.715015088,2.2618906,4.329134814,2.26776802,1.208100785,1.671390808,2.712115141,2.428471492,3.484735922,1.503378207,1.249782231,1.722421638
37,5.581070711,-19.98440183,-30.47413648,16.59697516,-23.59987053,45.52615846,-4.043468463,-57.67053021,-92.86478787,34.60030243,-49.4141269,17.11540747,-43.15769149,-64.42582131,-51.3588524,-248.3347545,-239.4996621,-180.669546,-43.45018684,-61.66014655,-24.67968093,-271.8215391,-298.5004067,-327.5160039,32.7812858,-77.59284929,5.000545956,21.62356851,-27.34568222,-50.78975509,-93.53749824,-84.69890517,10.02296993,65.70342268,4.200264707,-75.77294067,-59.23262129,-32.61435436,3.600215386,-89.47928137,-79.58144156,-91.54512522,-18.10059829,-53.08855072,-6.17856813,-61.0335105,-45.79309636,-165.9114616,-243.3166264,-183.9900555,-237.7638745,-321.4722039,-254.8208891,-273.7068289,-250.8326095,-284.0130946,-225.5815141,-344.5323745,-215.5939101,-321.9850214,-467.0530812,-431.0712488,-372.7888833,-62.83532262,-91.81147461,-106.0342372,-312.9322824,-219.4731598,-327.0749858,-74.45244719,-4.438517738,-172.6635021,5.69302838,-118.7191156,-67.21808023,-32.39821971,-64.02078075,-98.52726361,-196.8820551,-120.3753041,17.24492206,-56.19492671,-121.5225224,-147.2124504,2.805443453,1.810734987,4.129767717,2.012572232,1.245180033,1.594697225,2.595361583,2.344125965,3.582033348,1.391218992,1.561236312,2.149885142
37.5,7.454188683,-19.89886529,-17.96095027,18.6606774,-16.60773028,43.92109377,4.193618468,-42.78188237,-77.56160964,38.34006412,-46.24424503,22.3556894,-33.44881199,-66.42471776,-60.59533951,-251.3984763,-245.9215758,-193.7535291,-45.84778662,-72.33953496,-35.57043714,-291.0389643,-329.0768224,-335.2682878,32.99168467,-82.1405592,-1.040948657,15.72197047,-14.72404836,-45.27414693,-91.61608906,-84.32017854,-3.655168934,57.56111357,-7.161317763,-78.23257941,-60.98346063,-32.74599076,-5.264837166,-107.922938,-84.24534737,-91.29601383,-9.281386812,-63.01383664,-23.48626161,-63.54160407,-88.96537519,-198.6577165,-270.2787557,-216.4365363,-253.9918329,-324.8191982,-289.3795165,-322.8549419,-296.0444667,-286.4497104,-249.5888835,-336.3919621,-266.5663945,-334.9687101,-479.7476858,-482.3919947,-419.5796493,-74.16625908,-85.58063161,-102.7922368,-319.8284448,-222.9951053,-361.7113518,-72.10691656,-32.87952585,-203.8417252,0.451561058,-131.0018847,-57.35990998,-27.35601516,-54.34998501,-97.78244449,-217.3409849,-97.22344047,-27.65117252,-70.50008395,-128.8839593,-126.8311212,2.580851128,1.490369933,3.333927311,1.425750411,1.028643614,1.370414994,2.253547667,2.208291236,3.259087851,1.785766445,1.482355366,2.017771954
38,8.577484521,-17.84031018,-2.712591816,21.43246811,-8.568842526,43.84782582,9.341369522,-25.51643358,-57.54629882,40.68193791,-38.71293309,28.68275335,-24.9095589,-67.40622239,-65.40687895,-253.175578,-253.2468977,-205.9057754,-40.45598604,-82.15192299,-39.42685864,-309.5387327,-355.2420936,-333.0541147,33.08235007,-81.95702527,-5.806173832,11.2057782,-0.628456267,-34.72415175,-87.60051993,-79.88928191,-18.37901265,48.74517616,-18.48371449,-73.91675019,-59.61433458,-29.19657833,-12.8068542,-121.9786676,-85.04158998,-89.62670323,-1.40941706,-68.30968297,-39.31386294,-67.31095014,-134.1248232,-222.7471775,-296.5678134,-245.2686205,-262.8227645,-328.9992996,-312.7962002,-380.6364658,-339.9923949,-283.9031136,-271.4475823,-331.2677188,-317.9440547,-338.0414133,-485.3435793,-524.1470747,-458.7214507,-83.46997286,-77.46914326,-96.16562219,-325.2129843,-228.5108059,-390.8596125,-67.97915117,-62.19167873,-224.0351156,-3.169936809,-133.2046238,-45.09445221,-20.46305035,-43.54320318,-94.00946955,-218.1710629,-71.9771417,-77.27071123,-81.42031143,-126.6050194,-102.1715829,2.483279516,1.530660312,2.500924096,1.09413036,0.841885094,0.698972819,2.248715078,1.999730121,3.203502655,1.653916864,1.295959776,1.085648084
38.5,8.518493337,-14.17773346,10.14074507,24.76947486,-1.881389693,43.77171891,11.69752172,-10.55632416,-38.9713335,39.62646226,-28.76108541,34.46967805,-19.18443839,-67.4771549,-64.9591119,-257.4629587,-262.4589484,-219.7160157,-32.787537,-92.96770341,-38.56197125,-328.7115719,-380.38912,-323.8518531,33.69825023,-76.81424575,-9.714741781,9.640536318,12.43674788,-21.34057443,-80.19251791,-73.39797204,-33.15978077,40.05481156,-28.54181422,-64.76741749,-55.67380152,-22.37361769,-18.13593807,-130.9434757,-83.80483847,-90.46445627,3.818677438,-69.47949363,-52.76404291,-73.59379565,-177.5335481,-236.7204666,-318.178749,-266.076572,-266.7278342,-332.3075447,-322.1657725,-440.4040969,-379.5513643,-280.0790464,-291.645685,-327.5225998,-362.3335664,-330.549716,-490.7796288,-555.5368716,-489.5322425,-90.67468243,-70.14296908,-88.042088,-335.8598859,-238.3155149,-413.4282778,-62.6851057,-90.50626155,-231.1319032,-6.172418589,-126.3442092,-32.25827715,-13.77838642,-35.3284369,-87.65942614,-203.0873145,-48.47404161,-123.0265841,-89.06109823,-116.6958774,-76.13020726,1.864343001,1.507271127,2.42941,1.14061679,0.804336899,0.421623128,2.519176009,2.03242089,3.615493766,1.149975128,1.74061457,1.057128393
39,9.182669753,-9.059915847,20.97068825,29.40853486,4.487837593,42.62224073,12.00875988,-0.664075772,-24.12097531,37.00914653,-19.73516151,39.05536834,-15.78136518,-67.10468855,-59.62035638,-265.4810021,-274.4727969,-233.438879,-25.23649233,-101.706967,-35.18408036,-344.4554799,-405.9922757,-313.737894,35.74961922,-68.51956567,-12.34726264,11.12309932,23.37998719,-8.657509031,-69.15662133,-66.53670111,-47.92800518,31.58910106,-35.95705579,-53.8286448,-49.59918881,-14.49895708,-21.33907845,-136.9641301,-84.56852126,-93.36845109,7.157063954,-67.97055438,-63.31063233,-83.61811139,-217.4393435,-241.8341226,-334.0078834,-281.9946503,-270.5885582,-332.7736963,-317.9324391,-502.9073464,-411.2750783,-281.5180459,-309.7651266,-326.71498,-391.7143748,-313.6770124,-499.7011186,-578.4746043,-513.7276206,-96.01626467,-63.83094174,-81.8998711,-352.1223558,-252.3285092,-430.9955365,-58.79967482,-119.6998231,-226.2257605,-8.077116438,-113.1126786,-21.55602569,-9.367336689,-29.23086053,-78.58627654,-176.9024127,-30.91298024,-155.362488,-94.19411884,-102.9599544,-53.88821631,1.620273271,1.101636598,2.517519975,1.088359594,0.674217783,0.7699864,2.686231892,1.71556933,3.289588212,1.118760423,1.90556156,1.439164834
39.5,10.13610201,-3.379205444,27.0384049,35.84905384,10.29166121,43.32726125,11.18508624,5.6317345,-11.98067809,33.98812769,-12.23098179,40.65639015,-13.74912985,-66.38050877,-52.81758911,-277.8547664,-288.1510039,-247.6171655,-17.12901148,-103.761701,-30.20625833,-356.1494698,-431.4258578,-306.8226902,37.4826061,-58.64689361,-13.38282401,13.55340956,30.5808506,1.016268782,-57.46802233,-59.32859401,-61.26259552,23.59634444,-43.81079438,-42.9524651,-42.97705045,-7.723884786,-22.24078015,-142.2351257,-89.97639909,-96.89082232,9.012273337,-64.85903836,-69.33196643,-97.54073702,-250.343382,-241.6201412,-344.828863,-295.9185461,-276.9368508,-330.8922921,-305.4813092,-563.1090743,-432.7355643,-290.3777589,-327.5551154,-330.4997697,-406.1959665,-292.0031868,-513.7426541,-594.8415092,-534.3263168,-100.0423938,-60.89884944,-78.84312017,-372.4579681,-270.2996043,-447.168384,-58.31590072,-150.3289895,-214.1175149,-9.464165373,-96.92239768,-14.17054792,-6.159836661,-24.04181965,-66.43054826,-145.8104176,-19.60456566,-173.0222328,-92.7654288,-86.50000529,-38.38494403,1.718997182,0.835543012,2.707206381,1.059931246,0.541329696,0.986805851,2.382519107,1.204231678,2.767118984,1.586181763,1.787251863,1.654807134
40,9.7210527,1.621854629,27.54743937,41.94369097,14.96079031,46.44288582,9.955800829,9.795404023,-3.303855177,30.51613652,-4.824138184,38.97562892,-12.3193207,-65.80536634,-45.49315496,-295.3871815,-302.5220609,-263.9559275,-10.95681642,-99.41615537,-25.54119328,-367.7273396,-455.6890612,-305.9604918,38.36981712,-48.5110889,-13.13331027,17.10976703,35.44322291,9.055039213,-47.43765301,-51.94813082,-69.35654766,16.39798279,-52.12190516,-33.11756549,-36.20210896,-1.309365645,-20.74203948,-148.2899776,-99.51639281,-104.1221053,9.754983828,-60.19823122,-69.78000274,-116.3575757,-274.1446932,-238.3949029,-352.7440485,-308.3117545,-286.1563652,-323.700397,-288.0230946,-605.9859013,-444.0702766,-304.9933992,-345.2157902,-336.2994312,-408.3417743,-266.9670834,-532.9349376,-605.850967,-553.643473,-103.0713561,-62.29767601,-78.57168847,-396.7298775,-291.0163244,-461.2536398,-62.04008455,-179.7045022,-198.0588753,-10.43359839,-81.41090677,-9.997936465,-3.610998454,-19.71143522,-52.18180128,-116.8677114,-13.5750761,-176.6132625,-83.85090602,-69.97544818,-28.21508197,1.800333476,0.478949329,2.890302832,1.332372221,0.960835832,0.989880832,2.057895065,1.397749507,2.775524985,1.701750221,2.051469255,2.111803319
40.5,9.178484293,5.737857709,27.98764707,46.71051065,20.35401861,49.65613552,8.870204179,11.43276305,3.146737267,26.76816996,1.554903864,35.07612753,-10.82497745,-64.54507207,-37.29277288,-315.7815928,-317.8285849,-279.1205809,-8.53163584,-89.90762417,-22.00150002,-378.2533844,-474.0920244,-310.1677044,40.08306656,-38.68915377,-11.61175356,23.296245,40.35643908,16.91727927,-38.60090261,-44.91668803,-71.74215725,12.05964368,-57.92826739,-23.85172796,-28.59911128,4.531103409,-17.56186869,-156.0720578,-113.1488407,-115.4950996,10.25678626,-54.6603725,-66.3339021,-140.3731254,-292.6968754,-234.7553313,-359.9773016,-321.2047878,-299.3533272,-307.3745126,-265.5908075,-628.0044249,-448.7729184,-325.6536199,-361.0201315,-341.8254827,-394.4025424,-239.6418008,-554.9426965,-614.4312922,-570.8732227,-106.1297349,-65.66285494,-80.93417836,-423.3791793,-313.3983151,-472.8677267,-71.19752601,-206.7909589,-180.919774,-10.98908015,-67.69767703,-8.840741338,-1.753638338,-15.03063586,-37.13122398,-93.4782219,-12.47908942,-167.2007336,-70.80831954,-56.85229178,-22.60531984,2.010259803,-0.033092352,3.09301872,1.571343925,1.257345604,1.3702093,1.823657135,1.67600299,2.779506686,2.181955242,2.328249767,2.362915529
41,9.55260587,9.039818501,30.15754352,51.74894365,26.07611811,53.9852116,7.800439609,12.29541674,8.744184965,23.9550958,7.317823525,30.05417945,-8.624522432,-62.01038316,-30.1962414,-334.3462173,-334.0250195,-292.0785755,-7.137328015,-75.6325205,-20.43048121,-388.0040816,-483.3890952,-318.5728655,42.82536434,-29.18568423,-8.99624539,29.76830306,45.36996431,23.72702594,-31.68025807,-38.59748177,-70.93697474,10.14374869,-60.97965587,-15.95685319,-21.4691363,9.176127888,-12.82154103,-167.8562587,-129.6602154,-128.085343,10.95658768,-48.73903367,-60.34894176,-168.9628255,-308.7653374,-233.8277274,-369.023309,-337.479268,-315.4598506,-286.249919,-240.5094626,-632.6088897,-451.5319464,-350.1980671,-375.9810575,-344.3011929,-366.7069346,-211.1492878,-577.4690716,-622.6541906,-585.6034161,-109.3260963,-71.94475456,-85.70283,-449.2284083,-335.3354029,-483.7195983,-84.92512421,-229.1872033,-167.0527366,-11.42591732,-56.68176289,-10.47074512,0.511403353,-9.414212092,-22.60524695,-75.80477655,-13.93103163,-150.5845515,-55.22192949,-45.7076364,-19.74989111,2.330393783,-0.217126448,3.517356846,1.509159864,1.296733493,1.732397095,1.396005327,1.423244242,2.549579643,2.696966473,1.665721274,2.247109808
41.5,9.854373508,11.22109708,32.29574251,56.03101631,30.66255273,58.76594073,6.653576086,13.7861968,13.0086031,21.8424628,13.31043955,26.08718192,-6.208717411,-59.13496962,-23.97355356,-352.3873701,-348.9499893,-304.8396201,-4.686674965,-59.41932114,-18.43791204,-397.6189438,-484.8936338,-328.8361157,44.74855759,-19.90624149,-5.148027035,34.78212303,52.54987955,29.1652411,-28.53952572,-33.24924258,-66.18095325,9.32488478,-61.6214189,-9.922776279,-14.47906511,12.90926464,-6.912072406,-183.1965911,-147.6299348,-143.1000286,11.78444543,-42.42837265,-52.92456969,-201.1800748,-323.6883298,-238.298058,-382.7484946,-355.8475601,-332.0401496,-262.7836329,-214.6394163,-613.9073876,-456.0574615,-378.0025407,-392.588953,-340.3467307,-340.3913867,-184.2134473,-599.1340453,-631.5720246,-597.8212575,-113.9526875,-81.58113373,-92.86235772,-473.7327916,-354.7756492,-493.3058147,-100.4414052,-244.7204545,-157.5240251,-12.47829707,-49.8277135,-13.88356475,3.4610185,-4.447905295,-10.02936213,-63.99345158,-15.17565804,-133.5567007,-38.82093221,-36.55922382,-18.02518561,2.491189189,-0.2990224,3.382724748,1.442057518,1.803923519,1.545827904,1.265174053,1.512586677,2.407148226,2.573940363,1.343548094,2.131413994
42,9.561933739,12.76772497,34.80857152,58.97389975,35.36744418,61.45939212,7.195247988,14.60311398,15.42050734,21.43686216,17.87151041,23.71931711,-3.270998496,-55.46347489,-17.07161467,-367.9850043,-360.8143271,-315.8776957,-2.150784472,-45.44040917,-15.31198428,-406.9894263,-479.9080616,-336.3026405,47.59193898,-9.937269459,-0.25621673,41.39451534,60.6275477,35.48157262,-26.98008667,-27.4699942,-58.36015567,10.23207901,-56.5285224,-3.788585479,-7.461165366,16.4886785,-1.106745397,-200.9459487,-167.124901,-161.985229,12.0858284,-36.10956922,-45.21176941,-236.3170325,-339.7582619,-248.8582408,-399.7719252,-374.6894788,-348.8551577,-237.5999957,-188.808048,-571.1398603,-465.457825,-408.8732379,-411.2216429,-325.5791553,-318.0488719,-158.8361448,-616.3591698,-638.8237889,-606.2517389,-120.6478583,-92.1929609,-102.7182647,-496.184319,-373.077316,-500.4716521,-114.4765063,-250.7331871,-150.8508848,-14.62878147,-47.051449,-18.4447104,5.829964455,-0.384719496,-0.49032186,-57.33570369,-16.74862477,-117.028456,-23.88896907,-30.1635326,-15.80747441,2.614695948,-0.571720039,2.629102906,1.520549323,2.347456241,1.45843773,1.462964284,2.000354816,2.501362802,2.100080116,1.606964304,1.76350892
42.5,9.790844821,14.54362481,37.28411196,61.87494966,40.0467963,62.74506222,9.076243615,14.90180611,16.96065689,23.0090748,19.8763934,23.21245818,0.204901035,-50.52581338,-10.44133743,-379.0555251,-370.2400631,-323.4031736,-0.085580802,-33.66288985,-12.18382276,-413.4276613,-468.2783615,-339.7354767,51.93704588,1.135094111,5.337272259,48.76471261,67.21820197,41.91097968,-24.32916415,-21.13392161,-50.47646299,12.50834785,-47.18068262,1.955630142,-1.293665381,19.69702495,4.875085524,-221.5802062,-189.1854643,-183.0666035,11.93707282,-30.5549378,-38.18100854,-273.5303926,-358.3780869,-265.7099921,-417.9186324,-393.6169226,-365.943636,-214.6259214,-163.5511783,-515.8518846,-481.1424413,-441.2621159,-431.3908082,-300.9614279,-295.4540903,-135.2868506,-626.4633215,-641.7045564,-608.3246256,-129.7001525,-104.1237281,-114.6070123,-515.3064975,-388.6445783,-505.7905457,-126.6401828,-247.5813932,-149.0788073,-17.81552967,-46.92659517,-24.12013167,8.321600641,2.725170791,7.535379004,-53.73798623,-18.23380375,-101.4404968,-11.35818326,-24.86900299,-12.37454871,2.420703804,-0.830161551,2.365139632,1.331317631,2.328752551,1.57559698,1.659727118,1.598620283,1.970777097,1.95178148,1.261104109,1.258279557
43,10.09580698,15.935324,37.68611708,65.29205649,43.31006307,63.59465305,11.32061909,15.64807869,18.55624312,25.57147594,21.40679225,24.81613394,3.581482723,-45.65171722,-5.183600755,-387.1479777,-377.6060989,-329.0209534,1.245416842,-24.54099779,-9.506382279,-416.3954715,-454.2519989,-341.9577072,55.42264838,12.02814549,11.80462682,54.68023016,73.73492673,47.4094282,-21.4984364,-15.97477833,-43.01717975,15.30047861,-36.86877315,5.741137043,4.266843073,22.54651938,10.72758666,-245.5872548,-213.7956378,-205.4424272,12.53768329,-25.21274624,-31.48448543,-311.3596122,-377.937931,-289.3083602,-436.9323536,-411.7880268,-381.8571952,-193.5772623,-139.3273691,-454.9971729,-501.6222108,-474.7320082,-453.267488,-270.5268356,-277.4653366,-114.4013768,-629.2506003,-640.6778397,-602.8690301,-142.2563493,-119.0280777,-128.919578,-530.3105541,-399.2071919,-508.8547488,-136.541104,-239.1820886,-152.9863089,-22.71898747,-49.52690011,-30.47950067,11.05670355,4.592248956,13.90717581,-52.03228493,-19.87961963,-89.22460551,-1.359181828,-20.92083037,-8.741634627,1.974395582,-0.87997975,2.071891581,1.261021021,2.248140726,1.666984624,1.358303118,0.953605501,1.345454787,1.468476816,1.109811161,1.442959256
43.5,10.60900417,17.17082773,36.67078486,68.37510277,47.00725331,64.30300888,14.54376561,16.33801486,20.21585827,29.16036371,21.95504268,28.68520153,7.025483467,-41.34550877,-0.89282376,-391.8773013,-380.2031479,-331.1461164,1.775006904,-18.05754716,-5.247508415,-413.879222,-437.8163706,-339.5068304,57.94135948,22.16656887,19.01699707,60.69861951,80.52505998,53.70101038,-19.24114256,-11.32755048,-34.78264141,18.36112195,-25.17582173,8.78759122,10.40257616,25.75529587,15.90118676,-271.9495844,-240.7684552,-230.4858198,13.89992346,-20.10735696,-25.19628745,-350.0468046,-398.4838858,-318.7757177,-455.6403097,-428.1986097,-395.2084756,-171.337912,-115.9668619,-387.1425844,-523.7136433,-509.3362517,-476.0382437,-236.7801661,-262.2695029,-94.22359862,-621.5815698,-633.0722459,-587.8061076,-158.3136513,-136.2612169,-145.7897464,-539.3151385,-406.1047427,-507.4216288,-145.6085284,-229.8183337,-159.5831388,-29.993098,-54.7843786,-37.55232114,12.46423255,5.032597888,17.6723808,-53.176792,-23.33761408,-79.56765039,6.737662803,-19.63645659,-5.469282628,1.666764507,-0.965584541,0.940345666,1.38920004,2.048678312,1.486552612,1.25670185,0.758912282,1.316584221,0.932735818,1.836421243,1.443902815
44,11.27968155,18.59250651,35.90364185,71.55895076,52.37796712,65.93952154,19.03472156,17.61817425,22.56960087,33.74189171,21.88137993,31.59392586,11.20928835,-36.60586155,2.72976275,-389.5275368,-376.594133,-326.93371,1.032787596,-12.40053527,-1.543095299,-407.3064144,-419.1642122,-330.9127888,61.9026516,31.61736176,26.87102508,68.84150517,85.97900521,60.84258694,-15.16411007,-4.81178848,-27.16512957,21.97187791,-13.93262867,12.9808905,16.69353253,29.44007614,21.0334563,-300.0532925,-269.3215181,-256.9730269,15.83556546,-15.31510985,-19.30392842,-389.6356312,-420.6568702,-351.0281598,-469.8731762,-440.6267531,-405.6793823,-148.733133,-92.25560776,-312.6332085,-543.8005719,-540.2532621,-498.3737581,-201.0499894,-237.7335369,-74.30592945,-599.145448,-614.3710758,-559.3870082,-175.6105383,-155.1523148,-163.8516545,-540.1590642,-408.0278813,-498.0541512,-155.8818632,-220.8307701,-167.595673,-39.48541934,-61.60162955,-45.51247055,12.48197319,4.668254482,20.44329273,-56.79252316,-28.75744995,-72.04616735,14.05949244,-18.33166296,-2.067551942,1.399955771,-1.064852396,0.237699959,1.445318211,1.573562538,1.406119584,1.048169469,0.452148214,1.594178692,1.323656344,2.019646976,1.183392948
44.5,12.25650587,20.05489319,35.22638348,75.77969531,58.897132,69.28213289,23.36074982,20.53704823,25.84385345,38.76354464,23.85828048,33.81765304,15.49177456,-31.49238503,5.343277221,-381.7254784,-367.757952,-316.8121965,-0.923707179,-7.783117127,-0.251657829,-396.9431943,-398.5339949,-319.1082878,65.65422983,40.13383369,35.4121748,72.78803918,91.33754521,68.4285249,-10.18129482,1.42935526,-20.14858135,25.61995867,-5.573592447,16.85904903,23.18075698,33.51846078,26.35704027,-329.7508818,-297.9293222,-283.1716222,18.49203468,-9.89073845,-13.37715898,-430.3361667,-444.0933355,-383.9080216,-478.5340782,-448.346855,-412.0468627,-124.8186692,-66.07134561,-234.4429069,-560.0328327,-565.5629226,-516.4990894,-165.1736622,-201.3406656,-54.1578904,-562.0617038,-584.8709545,-516.8207522,-194.2027684,-175.6394426,-183.2810195,-530.2596864,-400.9116377,-479.1866338,-168.1252383,-216.2429392,-178.9189741,-49.97103541,-69.46908227,-54.41846606,12.65305463,4.119551219,23.43705541,-61.15982514,-36.09914203,-67.98909147,19.55384398,-16.880485,0.979676668,1.11491255,-1.292689569,0.332173437,1.44339679,1.276906105,1.472818655,0.530095618,0.127866266,1.340488066,1.522457472,1.674817849,1.020224697
45,13.96379323,21.33849232,34.02584045,80.6149527,66.16616711,73.90274698,27.25760067,24.49396603,28.96653549,43.65920134,28.06281286,36.36368634,19.36968185,-26.21570194,7.176161633,-367.6910448,-352.4309143,-300.8981733,-2.439066115,-6.00891688,1.03186066,-380.2969469,-374.6340459,-302.869271,68.18779286,47.76794756,44.06796774,75.61190053,98.46981206,76.83573184,-6.309405607,5.485157322,-13.08295063,29.54851265,2.106093544,19.66005356,30.03828124,37.88983889,31.35161503,-359.3046387,-324.8431488,-307.8112752,21.81997935,-3.710707619,-7.342294457,-471.2281781,-469.9208512,-417.155708,-482.1029895,-450.6333476,-412.7307494,-95.6159502,-35.06078282,-153.8987107,-570.0586414,-585.639298,-529.6759902,-128.1299877,-158.0930801,-33.11889502,-512.1954302,-545.7465686,-463.0709556,-214.6931841,-197.9645962,-204.7108273,-507.9593787,-385.6212284,-451.7673861,-183.0858098,-219.7899719,-192.3505806,-62.73234497,-78.38590133,-64.23524634,12.34152829,3.285884795,24.13788915,-68.03789502,-46.81854576,-67.86403589,23.20030662,-17.36227643,2.906992944,0.807805675,-1.436837831,0.08192068,1.588873696,1.200984352,1.452553983,0.212592177,0.590384541,1.260768061,1.350670956,1.995930404,0.894424459
45.5,15.53773728,22.49295113,32.94260402,86.0423715,73.72669149,78.90466552,30.88920685,28.93168505,30.88321919,48.68094083,32.38487933,38.09272567,23.56786622,-20.5205362,8.608999748,-343.8799847,-327.5389285,-277.5133155,-2.714669111,-5.150894333,1.526155418,-356.8719226,-347.0453571,-279.1332684,72.04039612,54.58369175,51.80716049,82.70190048,106.0913901,85.74482431,-2.297978414,10.27446074,-6.585817722,32.62522092,9.649785892,23.46373388,36.64317173,43.21646165,36.90540587,-387.0842995,-349.5870539,-329.9195578,25.40643255,2.380034514,-1.793374728,-510.5691193,-497.3025376,-448.6041408,-478.4512004,-445.4629539,-407.392936,-64.91820143,0.3608687,-71.8468605,-570.5070354,-596.4367027,-537.7374206,-86.80117259,-108.3716745,-7.812523659,-450.4070471,-495.416724,-400.5478241,-235.2369909,-221.271013,-226.096037,-470.749344,-361.7470672,-414.7976515,-200.918566,-229.3160746,-204.3831086,-77.56836198,-88.19589698,-74.82065217,11.244548,2.487567673,24.16249391,-77.83089014,-60.11983112,-70.20761484,26.51126533,-17.54668246,5.322012925,0.516613053,-1.621295181,-0.112918516,1.38515813,1.191105235,1.344371235,0.332855963,1.034252299,1.424733853,1.653462921,1.872567609,0.72418584
